car_name,brand,model,vehicle_age,km_driven,mileage,max_power,seats,selling_price
Maruti Wagon R,Maruti,Wagon R,4,82000,18.9,67.1,5,410000
Maruti Alto,Maruti,Alto,3,31393,23.95,67.05,5,350000
Datsun RediGO,Datsun,RediGO,5,41987,22.7,53.64,5,326000
Renault KWID,Renault,KWID,2,11000,23.01,67,5,450000
Maruti Alto,Maruti,Alto,8,59800,22.74,47.3,5,250000
Maruti Celerio,Maruti,Celerio,5,55000,23.1,67.04,5,480000
Maruti Alto,Maruti,Alto,15,55000,19.7,46.3,5,95000
Maruti Alto,Maruti,Alto,15,74650,19.7,46.3,5,140000
Maruti Celerio,Maruti,Celerio,6,28951,23.1,67.04,5,448000
Maruti Alto,Maruti,Alto,10,50000,19.7,46.3,5,140000
Maruti Wagon R,Maruti,Wagon R,3,37650,21.79,67.05,5,470000
Maruti Alto,Maruti,Alto,3,15000,23.95,67.1,5,350000
Maruti Celerio,Maruti,Celerio,6,34000,23.1,67.04,5,425000
Maruti Wagon R,Maruti,Wagon R,4,38000,20.51,67.04,5,425000
Maruti Alto,Maruti,Alto,4,22000,23.95,67.05,5,335000
Maruti Wagon R,Maruti,Wagon R,9,60000,18.9,67.1,5,300000
Maruti Alto,Maruti,Alto,11,86000,23.95,67.05,5,220000
Maruti Alto,Maruti,Alto,4,35000,23.95,67.05,5,370000
Renault KWID,Renault,KWID,2,13000,25.17,53.3,5,370000
Maruti Wagon R,Maruti,Wagon R,14,89000,18.9,67.1,5,195000
Renault KWID,Renault,KWID,3,34000,23.01,67,5,460000
Maruti Wagon R,Maruti,Wagon R,4,10000,20.51,67.04,5,420000
Maruti Alto,Maruti,Alto,17,85000,19.7,46.3,5,135000
Maruti Alto,Maruti,Alto,4,50000,24.7,47.3,5,280000
Maruti Alto,Maruti,Alto,6,68000,22.74,47.3,5,270000
Maruti Alto,Maruti,Alto,11,27000,19.7,46.3,5,220000
Maruti Alto,Maruti,Alto,12,110000,24.7,47.3,5,150000
Maruti Alto,Maruti,Alto,6,29678,22.74,47.3,5,299000
Maruti Alto,Maruti,Alto,6,35000,22.74,47.3,5,270000
Maruti S-Presso,Maruti,S-Presso,2,10000,21.7,67,5,425000
Maruti Alto,Maruti,Alto,3,33026,24.7,47.3,5,328000
Renault KWID,Renault,KWID,3,14000,23.01,67,5,370000
Maruti Alto,Maruti,Alto,5,31488,24.7,47.3,5,300000
Datsun redi-GO,Datsun,redi-GO,4,34000,21.7,67.05,5,249000
Maruti Alto,Maruti,Alto,6,50000,22.74,47.3,5,220000
Maruti Alto,Maruti,Alto,5,31000,22.74,47.3,5,280000
Maruti Wagon R,Maruti,Wagon R,6,90000,20.51,67.04,5,300000
Renault KWID,Renault,KWID,4,25000,23.01,67,5,250000
Maruti Wagon R,Maruti,Wagon R,5,50000,20.51,67.04,5,425000
Maruti Wagon R,Maruti,Wagon R,3,10000,20.51,67.04,5,391000
Renault KWID,Renault,KWID,4,22017,23.01,67,5,380000
Maruti Alto,Maruti,Alto,5,24779,23.95,67.05,5,360000
Maruti Alto,Maruti,Alto,11,70000,19.7,46.3,5,150000
Maruti Wagon R,Maruti,Wagon R,10,62000,18.9,67.1,5,295000
Maruti Alto,Maruti,Alto,8,24000,22.74,47.3,5,270000
Maruti Alto,Maruti,Alto,14,55000,19.7,46.3,5,150000
Maruti Alto,Maruti,Alto,3,40000,24.7,47.3,5,350000
Renault Triber,Renault,Triber,2,20500,20,72,7,650000
Maruti Alto,Maruti,Alto,10,170000,19.7,46.3,5,300000
Maruti Celerio,Maruti,Celerio,6,35330,27.62,47,5,489000
Maruti Celerio,Maruti,Celerio,3,8300,23.1,67.04,5,450000
Maruti Alto,Maruti,Alto,10,40000,20.92,67.1,5,240000
Maruti Alto,Maruti,Alto,11,50000,20.92,67.1,5,225000
Renault KWID,Renault,KWID,5,45000,25.17,53.3,5,225000
Maruti Wagon R,Maruti,Wagon R,7,25932,21.79,67.05,5,382000
Renault KWID,Renault,KWID,1,3960,22,67,5,550000
Maruti Alto,Maruti,Alto,11,80000,19.7,46.3,5,170000
Maruti Alto,Maruti,Alto,4,80000,24.7,47.3,5,280000
Maruti Celerio,Maruti,Celerio,8,26000,23.1,67.04,5,450000
Maruti Alto,Maruti,Alto,11,98499,19.7,46.3,5,185000
Maruti Wagon R,Maruti,Wagon R,4,19971,21.79,67.05,5,450000
Maruti Alto,Maruti,Alto,6,70000,22.74,47.3,5,300000
Renault KWID,Renault,KWID,4,34000,24.04,67,5,395000
Maruti Wagon R,Maruti,Wagon R,4,28500,20.51,67,5,525000
Maruti Wagon R,Maruti,Wagon R,5,63359,20.51,67,5,360000
Maruti Alto,Maruti,Alto,7,35000,22.74,47.3,5,250000
Maruti Alto,Maruti,Alto,2,10000,23.95,67.05,5,373000
Maruti Alto,Maruti,Alto,7,60000,23.95,67.05,5,295000
Maruti Alto,Maruti,Alto,2,25000,24.7,47.3,5,310000
Renault KWID,Renault,KWID,4,16303,25.17,53.3,5,350000
Maruti Wagon R,Maruti,Wagon R,4,35000,21.79,67.05,5,450000
Maruti Wagon R,Maruti,Wagon R,9,59000,18.9,67,5,265000
Maruti Alto,Maruti,Alto,3,35000,24.7,47.3,5,320000
Maruti Wagon R,Maruti,Wagon R,9,58000,18.9,67.1,5,310000
Maruti Alto,Maruti,Alto,5,48000,23.95,67.05,5,311000
Maruti Wagon R,Maruti,Wagon R,4,33070,20.51,67.04,5,460000
Maruti Wagon R,Maruti,Wagon R,12,64321,21.79,67.05,5,235000
Maruti Alto,Maruti,Alto,9,15000,20.92,67.1,5,200000
Maruti Alto,Maruti,Alto,2,35000,23.95,67.05,5,380000
Maruti Celerio,Maruti,Celerio,6,48000,27.62,47,5,475000
Maruti Alto,Maruti,Alto,9,79433,23.95,67.05,5,273000
Renault KWID,Renault,KWID,2,15000,25.17,53.3,5,380000
Datsun RediGO,Datsun,RediGO,3,1830,22.7,53.64,5,360000
Maruti Alto,Maruti,Alto,4,25000,24.7,47.3,5,250000
Maruti Alto,Maruti,Alto,8,51203,20.92,67.1,5,280000
Maruti Alto,Maruti,Alto,14,30000,19.7,46.3,5,120000
Maruti Wagon R,Maruti,Wagon R,3,25000,20.51,67.04,5,380000
Maruti Alto,Maruti,Alto,6,30000,22.74,47.3,5,255000
Maruti Alto,Maruti,Alto,4,35668,23.95,67.1,5,369000
Maruti Alto,Maruti,Alto,2,85000,24.7,47.3,5,330000
Renault KWID,Renault,KWID,3,30941,23.01,67,5,354000
Maruti Alto,Maruti,Alto,1,1500,22.05,47.3,5,350000
Maruti Alto,Maruti,Alto,8,25000,30.46,47.3,5,220000
Maruti Celerio,Maruti,Celerio,3,25000,23.1,67.04,5,460000
Maruti Alto,Maruti,Alto,6,76407,23.95,67.05,5,300000
Maruti Alto,Maruti,Alto,3,5000,23.95,67.05,5,350000
Maruti Alto,Maruti,Alto,2,12000,22.05,47.3,5,285000
Maruti Celerio,Maruti,Celerio,5,54000,23.1,67.04,5,450000
Maruti Alto,Maruti,Alto,14,49251,19.7,46.3,5,175000
Maruti Celerio,Maruti,Celerio,5,30464,23.1,67.04,5,469000
Maruti Wagon R,Maruti,Wagon R,7,50000,20.51,67.06,5,400000
Maruti Wagon R,Maruti,Wagon R,4,90000,20.51,67.04,5,320000
Maruti S-Presso,Maruti,S-Presso,2,12000,21.7,67,5,400000
Maruti Alto,Maruti,Alto,9,75000,19.7,46.3,5,222000
Renault KWID,Renault,KWID,5,60000,25.17,53.3,5,276000
Renault KWID,Renault,KWID,6,68000,25.17,53.3,5,325000
Renault KWID,Renault,KWID,3,9000,23.01,67,5,420000
Maruti Alto,Maruti,Alto,11,107000,20.92,67.1,5,230000
Renault KWID,Renault,KWID,3,8977,24.04,67,5,490000
Maruti Alto,Maruti,Alto,9,21001,20.92,67.1,5,265000
Maruti Alto,Maruti,Alto,4,30903,23.95,67.05,5,377000
Datsun RediGO,Datsun,RediGO,4,10000,22.7,53.64,5,350000
Renault KWID,Renault,KWID,3,25000,23.01,67,5,299000
Maruti Alto,Maruti,Alto,5,35000,23.95,67.05,5,285000
Renault KWID,Renault,KWID,1,2300,25.17,53.3,5,375000
Maruti Alto,Maruti,Alto,6,55000,23.95,67.05,5,325000
Maruti Alto,Maruti,Alto,7,60000,22.74,47.3,5,250000
Maruti Alto,Maruti,Alto,3,14709,24.7,47.3,5,380000
Maruti Alto,Maruti,Alto,5,25000,22.74,47.3,5,220000
Maruti Wagon R,Maruti,Wagon R,14,89000,18.9,67.1,5,185000
Datsun RediGO,Datsun,RediGO,3,15000,22.5,68,5,365000
Maruti Alto,Maruti,Alto,7,10595,23.95,67.05,5,325000
Maruti Alto,Maruti,Alto,17,70000,19.7,46.3,5,100000
Maruti Alto,Maruti,Alto,14,76366,19.7,46.3,5,185000
Renault KWID,Renault,KWID,3,41000,23.01,67,5,395000
Renault KWID,Renault,KWID,3,40000,24.04,67,5,350000
Maruti Alto,Maruti,Alto,2,25000,23.95,67.05,5,431000
Maruti Alto,Maruti,Alto,4,23000,24.7,47.3,5,285000
Maruti Alto,Maruti,Alto,2,6944,23.95,67.05,5,465000
Maruti Alto,Maruti,Alto,3,30000,23.95,67.05,5,350000
Maruti Alto,Maruti,Alto,8,52000,20.92,67.1,5,260000
Maruti Wagon R,Maruti,Wagon R,7,48000,18.9,67.1,5,320000
Maruti Alto,Maruti,Alto,13,40000,19.7,46.3,5,140000
Maruti Celerio,Maruti,Celerio,4,33000,23.1,67.04,5,460000
Maruti Alto,Maruti,Alto,7,62338,23.95,67.05,5,290000
Maruti Wagon R,Maruti,Wagon R,12,78000,26.2,58.2,5,175000
Volkswagen Polo,Volkswagen,Polo,1,18489,18.24,108.62,5,700000
Maruti Alto,Maruti,Alto,3,7204,24.7,47.3,5,336000
Maruti Celerio,Maruti,Celerio,3,5000,21.63,67.04,5,535000
Maruti Alto,Maruti,Alto,13,20000,19.7,46.3,5,150000
Maruti Wagon R,Maruti,Wagon R,5,63200,20.51,67.04,5,375000
Maruti Wagon R,Maruti,Wagon R,3,49697,21.79,67.05,5,475000
Renault KWID,Renault,KWID,4,8500,25.17,53.3,5,325000
Maruti Alto,Maruti,Alto,3,20000,24.7,47.3,5,260000
Maruti Alto,Maruti,Alto,5,50000,23.95,67.1,5,340000
Maruti Alto,Maruti,Alto,3,4600,22.05,47.3,5,280000
Datsun RediGO,Datsun,RediGO,3,30000,22.5,67,5,300000
Maruti Alto,Maruti,Alto,6,20000,23.95,67.05,5,200000
Maruti Alto,Maruti,Alto,19,82000,19.7,46.3,5,100000
Renault KWID,Renault,KWID,2,1100,23.01,67,5,450000
Maruti Wagon R,Maruti,Wagon R,3,30000,20.51,67.04,5,440000
Maruti Alto,Maruti,Alto,7,38000,22.74,47.3,5,265000
Maruti Wagon R,Maruti,Wagon R,9,43000,20.51,67.04,5,299000
Renault KWID,Renault,KWID,5,50000,25.17,53.3,5,330000
Datsun RediGO,Datsun,RediGO,5,35000,22.7,53.64,5,300000
Maruti Wagon R,Maruti,Wagon R,4,86000,18.9,67.1,5,410000
Maruti Alto,Maruti,Alto,2,8300,24.7,47.3,5,330000
Maruti Alto,Maruti,Alto,6,38000,23.95,67.05,5,350000
Maruti Wagon R,Maruti,Wagon R,15,39056,18.9,67.1,5,100000
Maruti Celerio,Maruti,Celerio,5,20675,23.1,67.04,5,470000
Renault KWID,Renault,KWID,3,48500,23.01,67,5,385000
Renault KWID,Renault,KWID,5,35000,25.17,53.3,5,310000
Maruti Wagon R,Maruti,Wagon R,13,86000,18.9,67.1,5,210000
Maruti Wagon R,Maruti,Wagon R,5,110000,20.51,67.04,5,400000
Renault KWID,Renault,KWID,3,9000,24.04,67,5,450000
Maruti Celerio,Maruti,Celerio,5,35232,23.1,67.04,5,445000
Renault KWID,Renault,KWID,5,63000,23.01,67,5,350000
Maruti Wagon R,Maruti,Wagon R,21,83000,18.9,67.1,5,85000
Datsun RediGO,Datsun,RediGO,2,4646,22.7,53.64,5,350000
Maruti Alto,Maruti,Alto,6,85000,22.74,47.3,5,276000
Maruti Wagon R,Maruti,Wagon R,8,57835,21.79,67.05,5,365000
Maruti Wagon R,Maruti,Wagon R,8,110000,20.51,67.04,5,230000
Maruti Alto,Maruti,Alto,10,100000,20.92,67.1,5,215000
Maruti Alto,Maruti,Alto,7,20068,23.95,67.05,5,286000
Maruti Wagon R,Maruti,Wagon R,8,55983,18.9,67.1,5,325000
Maruti Alto,Maruti,Alto,2,90000,24.7,47.3,5,300000
Renault KWID,Renault,KWID,5,64000,25.17,53.3,5,350000
Maruti Alto,Maruti,Alto,6,50000,22.74,47.3,5,270000
Maruti Alto,Maruti,Alto,6,40000,23.95,67.05,5,280000
Maruti Alto,Maruti,Alto,10,120000,20.92,67.1,5,270000
Ford Ecosport,Ford,Ecosport,8,60000,18.88,123.37,5,610000
Maruti Alto,Maruti,Alto,15,110000,19.7,46.3,5,115000
Maruti Alto,Maruti,Alto,13,97000,19.7,46.3,5,175000
Maruti Wagon R,Maruti,Wagon R,6,37203,20.51,67.04,5,375000
Maruti Alto,Maruti,Alto,5,42540,22.74,47.3,5,290000
Maruti Wagon R,Maruti,Wagon R,9,50000,18.9,67.1,5,280000
Maruti Alto,Maruti,Alto,8,90000,22.74,47.3,5,200000
Maruti Wagon R,Maruti,Wagon R,7,68000,21.79,67.05,5,311000
Maruti Wagon R,Maruti,Wagon R,6,50000,20.51,67.04,5,350000
Maruti Alto,Maruti,Alto,6,42000,23.95,67.05,5,300000
Hyundai Venue,Hyundai,Venue,2,10000,18.15,118.35,5,1100000
Maruti Alto,Maruti,Alto,9,70450,23.95,67.05,5,289000
Maruti Wagon R,Maruti,Wagon R,11,31535,14.6,61.6,5,265000
Maruti Alto,Maruti,Alto,4,33977,24.7,47.3,5,299000
Maruti Alto,Maruti,Alto,4,66000,23.95,67.05,5,320000
Maruti Alto,Maruti,Alto,12,80000,19.7,46.3,5,250000
Maruti Alto,Maruti,Alto,9,62000,19.7,46.3,5,245000
Maruti Alto,Maruti,Alto,4,9021,23.95,67.05,5,350000
Maruti Alto,Maruti,Alto,3,38000,22.74,47.3,5,325000
Maruti Alto,Maruti,Alto,13,76000,19.7,46.3,5,165000
Renault KWID,Renault,KWID,5,64000,22.3,53.26,5,280000
Renault KWID,Renault,KWID,4,28000,25.17,53.3,5,290000
Maruti Alto,Maruti,Alto,3,29000,24.7,47.3,5,350000
Maruti Alto,Maruti,Alto,1,11000,22.05,47.3,5,350000
Maruti Wagon R,Maruti,Wagon R,6,72000,18.9,67.1,5,341000
Renault KWID,Renault,KWID,5,53000,25.17,53.3,5,230000
Renault KWID,Renault,KWID,5,35000,25.17,53.3,5,250000
Maruti Celerio,Maruti,Celerio,2,18500,21.63,67,5,575000
Maruti Celerio,Maruti,Celerio,5,50000,23.1,67.04,5,400000
Maruti Alto,Maruti,Alto,9,25000,20.92,67.1,5,200000
Datsun redi-GO,Datsun,redi-GO,4,50500,20.71,53.64,5,250000
Maruti Alto,Maruti,Alto,2,5000,23.95,67.05,5,355000
Renault KWID,Renault,KWID,5,60000,25.17,53.3,5,270000
Datsun RediGO,Datsun,RediGO,5,18000,22.7,53.64,5,285000
Maruti Wagon R,Maruti,Wagon R,5,21517,18.9,67.1,5,315000
Maruti Alto,Maruti,Alto,4,15554,22.05,47.3,5,310000
Maruti Wagon R,Maruti,Wagon R,10,57000,26.2,58.2,5,220000
Maruti Alto,Maruti,Alto,6,42000,23.95,67.05,5,285000
Maruti Wagon R,Maruti,Wagon R,6,60000,20.51,67.04,5,310000
Maruti Wagon R,Maruti,Wagon R,16,29957,18.9,67.1,5,150000
Renault KWID,Renault,KWID,4,15000,23.01,67,5,350000
Maruti Wagon R,Maruti,Wagon R,6,69000,33.54,67.04,5,350000
Maruti Wagon R,Maruti,Wagon R,9,37300,18.9,67.1,5,275000
Maruti Alto,Maruti,Alto,3,5000,24.7,47.3,5,300000
Maruti Alto,Maruti,Alto,9,21000,19.7,46.3,5,140000
Maruti Alto,Maruti,Alto,2,30000,23.95,67.05,5,350000
Maruti Alto,Maruti,Alto,3,25000,24.7,47.3,5,255000
Maruti Wagon R,Maruti,Wagon R,10,120000,18.9,67.1,5,192000
Maruti Wagon R,Maruti,Wagon R,15,64000,21.79,67.05,5,120000
Datsun RediGO,Datsun,RediGO,4,21696,22.7,53.64,5,290000
Maruti Celerio,Maruti,Celerio,7,27027,23.1,67.04,5,370000
Maruti Alto,Maruti,Alto,9,76154,19.7,46.3,5,275000
Maruti Wagon R,Maruti,Wagon R,15,120000,18.9,67.1,5,80000
Renault KWID,Renault,KWID,3,10000,23.01,67,5,380000
Maruti Alto,Maruti,Alto,6,22000,22.74,47.3,5,249000
Maruti Alto,Maruti,Alto,6,45000,24.7,47.3,5,265000
Maruti Alto,Maruti,Alto,4,28000,24.7,47.3,5,340000
Maruti Alto,Maruti,Alto,5,29289,22.74,47.3,5,239000
Datsun RediGO,Datsun,RediGO,3,50000,22.7,53.64,5,250000
Datsun RediGO,Datsun,RediGO,4,9500,22.7,53,5,300000
Maruti Wagon R,Maruti,Wagon R,11,25000,18.9,67.1,5,190000
Maruti Wagon R,Maruti,Wagon R,13,28640,18.9,67.1,5,166000
Maruti Alto,Maruti,Alto,5,8230,20.92,67.1,5,270000
Renault KWID,Renault,KWID,5,35000,25.17,53.3,5,244000
Maruti Alto,Maruti,Alto,4,7000,23.95,67.05,5,300000
Maruti Wagon R,Maruti,Wagon R,9,60000,26.2,58.2,5,215000
Maruti Celerio,Maruti,Celerio,4,38963,21.63,67.04,5,425000
Maruti Wagon R,Maruti,Wagon R,3,9450,20.51,67,5,412000
Maruti Celerio,Maruti,Celerio,5,35887,23.1,67.04,5,390000
Maruti Celerio,Maruti,Celerio,7,32000,23.1,67.04,5,425000
Maruti Wagon R,Maruti,Wagon R,9,12000,18.9,67.1,5,265000
Renault KWID,Renault,KWID,4,70000,23.01,67,5,345000
Maruti Wagon R,Maruti,Wagon R,7,40000,20.51,67.04,5,300000
Maruti Alto,Maruti,Alto,2,5000,23.95,67.05,5,420000
Renault KWID,Renault,KWID,3,21400,23.01,67,5,365000
Renault KWID,Renault,KWID,6,32000,20.71,53.26,5,245000
Renault KWID,Renault,KWID,2,5000,25.17,53.3,5,375000
Maruti Alto,Maruti,Alto,10,16300,19.7,46.3,5,168000
Maruti Wagon R,Maruti,Wagon R,6,7830,20.51,67.04,5,354000
Maruti Alto,Maruti,Alto,5,60000,23.95,67.05,5,270000
Maruti Alto,Maruti,Alto,13,110000,19.7,46.3,5,85000
Maruti Alto,Maruti,Alto,2,15000,24.7,47.3,5,310000
Maruti Alto,Maruti,Alto,11,29000,19.7,46.3,5,150000
Renault KWID,Renault,KWID,4,17000,25.17,53.3,5,300000
Maruti Wagon R,Maruti,Wagon R,4,40000,26.6,58.16,5,330000
Renault KWID,Renault,KWID,4,20914,23.01,67,5,340000
Maruti Wagon R,Maruti,Wagon R,3,45455,18.9,67.1,5,425000
Maruti Alto,Maruti,Alto,14,46000,19.7,46.3,5,110000
Maruti Wagon R,Maruti,Wagon R,6,90000,20.51,67.04,5,300000
Maruti Wagon R,Maruti,Wagon R,6,90000,20.51,67.04,5,400000
Datsun RediGO,Datsun,RediGO,5,13000,22.7,53.64,5,285000
Maruti Wagon R,Maruti,Wagon R,5,63554,20.51,67.04,5,350000
Maruti Alto,Maruti,Alto,6,40000,23.95,67.05,5,325000
Maruti Wagon R,Maruti,Wagon R,3,30000,20.51,67.04,5,425000
Maruti Alto,Maruti,Alto,10,29000,19.7,46.3,5,180000
Maruti Alto,Maruti,Alto,3,20000,24.7,47.3,5,322000
Maruti Alto,Maruti,Alto,8,38600,20.92,67.1,5,229000
Maruti Wagon R,Maruti,Wagon R,11,20000,18.9,67.1,5,350000
Renault KWID,Renault,KWID,2,30000,23.01,67,5,350000
Maruti Celerio,Maruti,Celerio,3,15000,21.63,67,5,400000
Maruti Alto,Maruti,Alto,7,37604,20.92,67.1,5,300000
Maruti Alto,Maruti,Alto,7,50000,22.74,47.3,5,210000
Maruti Alto,Maruti,Alto,5,50000,23.95,67.05,5,276000
Maruti Wagon R,Maruti,Wagon R,7,70000,20.51,67.04,5,400000
Maruti Alto,Maruti,Alto,2,30000,23.95,67.05,5,363000
Maruti Alto,Maruti,Alto,11,87743,19.7,46.3,5,150000
Maruti Alto,Maruti,Alto,11,41000,19.7,46.3,5,160000
Maruti Celerio,Maruti,Celerio,6,50000,23.1,67.04,5,305000
Maruti Wagon R,Maruti,Wagon R,3,32000,21.79,67.05,5,435000
Maruti Alto,Maruti,Alto,7,33000,22.74,47.3,5,237000
Maruti Alto,Maruti,Alto,3,32000,24.7,47.3,5,280000
Renault KWID,Renault,KWID,6,5000,25.17,53.3,5,250000
Maruti Alto,Maruti,Alto,5,15000,24.7,47.3,5,289000
Maruti Wagon R,Maruti,Wagon R,6,37564,18.9,67.1,5,330000
Maruti Alto,Maruti,Alto,6,50000,22.74,47.3,5,250000
Maruti Wagon R,Maruti,Wagon R,6,30000,20.51,67.04,5,330000
Maruti Alto,Maruti,Alto,10,30000,19.7,46.3,5,150000
Maruti Alto,Maruti,Alto,6,38000,23.95,67.05,5,260000
Renault KWID,Renault,KWID,5,40000,23.01,67,5,255000
Maruti Wagon R,Maruti,Wagon R,6,32000,20.51,67.04,5,320000
Maruti Alto,Maruti,Alto,6,36668,22.74,47.3,5,270000
Maruti Celerio,Maruti,Celerio,7,35000,23.1,67.04,5,350000
Maruti Alto,Maruti,Alto,5,20000,22.74,47.3,5,235000
Maruti Wagon R,Maruti,Wagon R,5,32000,21.79,67.05,5,365000
Maruti Alto,Maruti,Alto,6,50000,22.74,47.3,5,210000
Datsun RediGO,Datsun,RediGO,4,20260,22.5,67,5,245000
Maruti Wagon R,Maruti,Wagon R,8,75000,20.51,67.04,5,300000
Maruti Wagon R,Maruti,Wagon R,14,53000,18.9,67.1,5,130000
Maruti Celerio,Maruti,Celerio,3,72000,21.63,67.04,5,470000
Maruti Alto,Maruti,Alto,3,55000,24.7,47.3,5,230000
Maruti Celerio,Maruti,Celerio,4,33000,21.63,67,5,480000
Maruti Alto,Maruti,Alto,6,60000,23.95,67.05,5,240000
Maruti Wagon R,Maruti,Wagon R,3,15000,20.51,67.04,5,418000
Datsun RediGO,Datsun,RediGO,3,25000,22.7,53.64,5,250000
Maruti Wagon R,Maruti,Wagon R,6,28207,21.79,67.05,5,320000
Maruti Wagon R,Maruti,Wagon R,5,29836,20.51,67.04,5,425000
Maruti Wagon R,Maruti,Wagon R,11,80566,18.9,67.1,5,250000
Maruti Celerio,Maruti,Celerio,4,20500,23.1,67.04,5,350000
Maruti Alto,Maruti,Alto,3,20000,23.95,67.1,5,350000
Maruti Wagon R,Maruti,Wagon R,21,80000,18.9,67.1,5,40000
Maruti Alto,Maruti,Alto,2,5000,24.7,47.3,5,300000
Maruti Alto,Maruti,Alto,10,40256,19.7,46.3,5,138000
Renault KWID,Renault,KWID,2,6378,23.01,67,5,399000
Maruti Wagon R,Maruti,Wagon R,7,76000,21.79,67.05,5,325000
Maruti Alto,Maruti,Alto,11,70000,19.7,46.3,5,130000
Maruti Celerio,Maruti,Celerio,7,100000,23.1,67.04,5,340000
Maruti Wagon R,Maruti,Wagon R,4,24500,21.79,67.05,5,382000
Maruti Alto,Maruti,Alto,13,100000,19.7,46.3,5,150000
Renault KWID,Renault,KWID,5,42000,25.17,53.3,5,295000
Maruti Wagon R,Maruti,Wagon R,8,48000,20.51,67.04,5,250000
Renault KWID,Renault,KWID,4,28600,25.17,53.3,5,235000
Renault KWID,Renault,KWID,4,24000,23.01,67,5,330000
Maruti Alto,Maruti,Alto,8,73000,22.74,47.3,5,200000
Maruti Alto,Maruti,Alto,4,40000,23.95,67.05,5,350000
Maruti Wagon R,Maruti,Wagon R,12,45641,18.9,67.1,5,190000
Datsun RediGO,Datsun,RediGO,4,22558,22.7,53.64,5,235000
Maruti Alto,Maruti,Alto,19,54000,19.7,46.3,5,90000
Maruti Wagon R,Maruti,Wagon R,5,50000,20.51,67.04,5,350000
Maruti Wagon R,Maruti,Wagon R,7,41423,21.79,67.05,5,295000
Maruti Alto,Maruti,Alto,4,100000,23.95,67.05,5,300000
Maruti Wagon R,Maruti,Wagon R,15,35000,18.9,67.1,5,100000
Renault KWID,Renault,KWID,5,23000,22.3,53.26,5,245000
Renault KWID,Renault,KWID,4,70000,25.17,53.3,5,270000
Maruti Alto,Maruti,Alto,8,23460,23.95,67.05,5,240000
Maruti Celerio,Maruti,Celerio,4,7500,23.1,67.04,5,412000
Maruti Wagon R,Maruti,Wagon R,8,70000,26.6,58.16,5,270000
Renault KWID,Renault,KWID,3,9000,25.17,53.3,5,450000
Renault KWID,Renault,KWID,3,7000,24.04,67,5,330000
Maruti Alto,Maruti,Alto,9,28000,20.92,67.1,5,225000
Renault KWID,Renault,KWID,4,18000,23.01,67,5,265000
Maruti Wagon R,Maruti,Wagon R,5,40000,20.51,67.04,5,300000
Maruti Alto,Maruti,Alto,12,46500,19.7,46.3,5,130000
Maruti Alto,Maruti,Alto,3,20000,23.95,67.05,5,340000
Renault KWID,Renault,KWID,5,25500,23.01,67,5,270000
Maruti Wagon R,Maruti,Wagon R,16,40000,18.9,67.1,5,75000
Renault KWID,Renault,KWID,5,20000,25.17,53.3,5,300000
Maruti Wagon R,Maruti,Wagon R,3,70000,26.6,58.16,5,380000
Maruti Alto,Maruti,Alto,3,25000,24.7,47.3,5,275000
Maruti Celerio,Maruti,Celerio,3,14500,23.1,67.04,5,400000
Renault KWID,Renault,KWID,4,25000,25.17,53.3,5,300000
Maruti Alto,Maruti,Alto,4,50000,24.7,47.3,5,280000
Maruti Celerio,Maruti,Celerio,7,67232,23.1,67.04,5,350000
Maruti Wagon R,Maruti,Wagon R,14,51012,26.2,58.2,5,175000
Maruti Alto,Maruti,Alto,4,30000,24.7,47.3,5,250000
Maruti Wagon R,Maruti,Wagon R,7,46652,20.51,67.04,5,290000
Maruti Wagon R,Maruti,Wagon R,6,20000,20.51,67,5,430000
Maruti Alto,Maruti,Alto,4,10000,24.7,47.3,5,321000
Renault KWID,Renault,KWID,5,15000,23.01,67,5,300000
Maruti Alto,Maruti,Alto,3,50000,24.7,47.3,5,310000
Renault KWID,Renault,KWID,2,10000,25.17,53.3,5,350000
Maruti Alto,Maruti,Alto,9,40000,20.92,67.1,5,224000
Maruti Wagon R,Maruti,Wagon R,15,45000,21.79,67.05,5,55000
Maruti Alto,Maruti,Alto,9,70000,19.7,46.3,5,200000
Maruti Alto,Maruti,Alto,7,37779,24.7,47.3,5,220000
Renault KWID,Renault,KWID,5,50000,25.17,53.3,5,275000
Maruti Celerio,Maruti,Celerio,4,40000,23.1,67.04,5,360000
Maruti Wagon R,Maruti,Wagon R,15,60000,18.9,67.1,5,120000
Maruti Wagon R,Maruti,Wagon R,4,10000,20.51,67,5,410000
Maruti Alto,Maruti,Alto,15,70000,19.7,46.3,5,70000
Maruti Celerio,Maruti,Celerio,3,15000,23.1,67.04,5,425000
Maruti Alto,Maruti,Alto,5,36172,24.7,47.3,5,270000
Maruti Wagon R,Maruti,Wagon R,3,6000,21.79,67.05,5,400000
Maruti Alto,Maruti,Alto,3,17000,22.74,47.3,5,315000
Maruti Alto,Maruti,Alto,8,64000,30.46,47.3,5,225000
Maruti Alto,Maruti,Alto,9,80416,23.95,67.05,5,240000
Maruti Alto,Maruti,Alto,9,22215,19.7,46.3,5,170000
Maruti Wagon R,Maruti,Wagon R,3,40000,20.51,67.04,5,375000
Maruti Wagon R,Maruti,Wagon R,3,52000,21.79,67.05,5,380000
Datsun redi-GO,Datsun,redi-GO,1,10000,20.71,53.64,5,349000
Maruti Wagon R,Maruti,Wagon R,3,9945,20.51,67,5,460000
